# step       rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
  51200      1.03e+00    6.66e-01      2.45e-02    3.12e-02      4.16e-02    2.60e-02    6.0e-04
  51400      9.74e-01    1.08e+00      1.05e-02    1.01e-02      3.97e-02    4.40e-02    6.0e-04
  51600      7.43e-01    8.74e-01      4.39e-03    4.37e-03      3.03e-02    3.57e-02    6.0e-04
  51800      9.10e-01    9.69e-01      1.52e-02    1.69e-02      3.69e-02    3.93e-02    6.0e-04
  52000      1.07e+00    8.93e-01      6.12e-02    5.90e-02      4.09e-02    3.31e-02    6.0e-04
  52200      8.82e-01    9.56e-01      1.43e-02    1.33e-02      3.59e-02    3.89e-02    6.0e-04
  52400      8.80e-01    1.20e+00      9.43e-03    1.17e-02      3.59e-02    4.91e-02    6.0e-04
  52600      9.72e-01    1.30e+00      2.64e-03    3.43e-03      3.97e-02    5.31e-02    6.0e-04
  52800      8.53e-01    9.27e-01      9.04e-03    9.48e-03      3.48e-02    3.78e-02    6.0e-04
  53000      9.57e-01    8.37e-01      3.68e-02    3.90e-02      3.79e-02    3.27e-02    6.0e-04
  53200      8.05e-01    7.63e-01      1.81e-02    1.88e-02      3.26e-02    3.08e-02    6.0e-04
  53400      8.18e-01    9.53e-01      2.02e-02    1.46e-02      3.30e-02    3.88e-02    6.0e-04
  53600      7.91e-01    8.17e-01      3.09e-02    3.08e-02      3.13e-02    3.24e-02    6.0e-04
  53800      8.10e-01    8.39e-01      1.43e-02    1.18e-02      3.29e-02    3.41e-02    6.0e-04
  54000      1.21e+00    9.56e-01      2.73e-03    4.80e-03      4.93e-02    3.90e-02    6.0e-04
  54200      1.02e+00    8.03e-01      2.84e-02    2.99e-02      4.10e-02    3.19e-02    6.0e-04
  54400      6.68e-01    9.45e-01      4.57e-02    4.46e-02      2.46e-02    3.68e-02    6.0e-04
  54600      7.33e-01    7.64e-01      2.66e-02    2.76e-02      2.91e-02    3.04e-02    6.0e-04
  54800      9.41e-01    7.88e-01      3.69e-03    3.97e-03      3.84e-02    3.22e-02    6.0e-04
  55000      9.11e-01    1.01e+00      1.62e-02    1.67e-02      3.79e-02    4.22e-02    5.7e-04
  55200      8.59e-01    7.10e-01      1.57e-02    2.00e-02      3.58e-02    2.92e-02    5.7e-04
  55400      9.94e-01    9.02e-01      2.00e-02    1.90e-02      4.13e-02    3.75e-02    5.7e-04
  55600      1.01e+00    7.29e-01      1.52e-02    1.23e-02      4.21e-02    3.04e-02    5.7e-04
  55800      1.05e+00    7.16e-01      4.13e-02    3.89e-02      4.25e-02    2.80e-02    5.7e-04
  56000      1.09e+00    8.11e-01      1.55e-02    1.47e-02      4.53e-02    3.37e-02    5.7e-04
  56200      8.61e-01    7.06e-01      1.72e-02    1.33e-02      3.58e-02    2.94e-02    5.7e-04
  56400      7.74e-01    8.08e-01      1.45e-02    1.64e-02      3.22e-02    3.35e-02    5.7e-04
  56600      7.40e-01    7.33e-01      2.14e-02    2.01e-02      3.05e-02    3.02e-02    5.7e-04
  56800      7.58e-01    1.36e+00      1.12e-02    1.28e-02      3.16e-02    5.70e-02    5.7e-04
  57000      8.40e-01    9.85e-01      4.02e-02    3.83e-02      3.34e-02    3.99e-02    5.7e-04
  57200      8.49e-01    1.00e+00      1.16e-02    1.21e-02      3.54e-02    4.19e-02    5.7e-04
  57400      1.23e+00    1.07e+00      5.07e-03    8.18e-03      5.16e-02    4.47e-02    5.7e-04
  57600      1.05e+00    1.03e+00      1.60e-02    1.67e-02      4.36e-02    4.30e-02    5.7e-04
  57800      8.80e-01    7.18e-01      4.03e-02    3.97e-02      3.52e-02    2.80e-02    5.7e-04
  58000      8.58e-01    5.81e-01      2.43e-02    2.42e-02      3.53e-02    2.34e-02    5.7e-04
  58200      1.03e+00    9.63e-01      3.94e-03    3.26e-03      4.30e-02    4.04e-02    5.7e-04
  58400      1.04e+00    6.65e-01      3.60e-03    6.98e-03      4.35e-02    2.78e-02    5.7e-04
  58600      3.70e-01    1.02e+00      1.47e-02    1.41e-02      1.49e-02    4.25e-02    5.7e-04
  58800      9.98e-01    9.81e-01      1.96e-02    1.96e-02      4.15e-02    4.08e-02    5.7e-04
  59000      1.14e+00    7.34e-01      1.01e-02    7.17e-03      4.78e-02    3.07e-02    5.7e-04
  59200      1.27e+00    8.61e-01      1.38e-02    1.29e-02      5.29e-02    3.59e-02    5.7e-04
  59400      7.97e-01    7.49e-01      3.25e-02    3.29e-02      3.22e-02    3.01e-02    5.7e-04
  59600      6.37e-01    8.33e-01      3.31e-03    1.16e-03      2.67e-02    3.49e-02    5.7e-04
  59800      1.15e+00    8.09e-01      2.80e-02    2.93e-02      4.75e-02    3.29e-02    5.7e-04
  60000      8.61e-01    1.39e+00      1.34e-02    1.41e-02      3.68e-02    5.97e-02    5.4e-04
  60200      9.11e-01    8.62e-01      3.43e-02    3.59e-02      3.79e-02    3.55e-02    5.4e-04
  60400      1.08e+00    6.80e-01      1.86e-03    1.53e-03      4.65e-02    2.92e-02    5.4e-04
  60600      9.22e-01    8.02e-01      3.82e-02    4.00e-02      3.80e-02    3.25e-02    5.4e-04
  60800      1.07e+00    6.72e-01      4.15e-03    4.36e-03      4.61e-02    2.89e-02    5.4e-04
  61000      8.76e-01    9.39e-01      1.83e-03    1.19e-03      3.77e-02    4.04e-02    5.4e-04
  61200      7.80e-01    7.28e-01      3.18e-02    3.07e-02      3.22e-02    3.00e-02    5.4e-04
  61400      7.33e-01    7.75e-01      3.84e-03    2.71e-03      3.15e-02    3.33e-02    5.4e-04
  61600      7.79e-01    8.52e-01      2.23e-02    2.07e-02      3.29e-02    3.61e-02    5.4e-04
  61800      1.06e+00    4.82e-01      8.69e-04    6.20e-06      4.57e-02    2.07e-02    5.4e-04
  62000      1.31e+00    8.57e-01      3.55e-02    3.36e-02      5.53e-02    3.55e-02    5.4e-04
  62200      4.07e-01    7.59e-01      1.12e-03    4.92e-04      1.75e-02    3.26e-02    5.4e-04
  62400      7.00e-01    6.43e-01      8.41e-03    7.95e-03      3.00e-02    2.75e-02    5.4e-04
  62600      8.10e-01    7.94e-01      2.11e-02    2.17e-02      3.43e-02    3.36e-02    5.4e-04
  62800      7.90e-01    5.37e-01      3.67e-03    2.97e-03      3.40e-02    2.31e-02    5.4e-04
  63000      1.00e+00    8.34e-01      3.58e-02    3.93e-02      4.17e-02    3.40e-02    5.4e-04
  63200      9.17e-01    8.05e-01      2.57e-03    4.82e-03      3.94e-02    3.46e-02    5.4e-04
  63400      8.24e-01    1.05e+00      5.34e-03    8.49e-03      3.54e-02    4.50e-02    5.4e-04
  63600      8.74e-01    7.49e-01      5.79e-02    5.72e-02      3.36e-02    2.76e-02    5.4e-04
  63800      8.08e-01    8.56e-01      1.18e-02    1.20e-02      3.46e-02    3.66e-02    5.4e-04
  64000      9.99e-01    7.88e-01      1.21e-02    6.67e-03      4.28e-02    3.38e-02    5.4e-04
  64200      6.57e-01    5.09e-01      1.43e-03    3.91e-03      2.82e-02    2.19e-02    5.4e-04
  64400      6.93e-01    7.45e-01      1.73e-02    1.79e-02      2.94e-02    3.16e-02    5.4e-04
  64600      7.07e-01    7.53e-01      1.02e-02    1.11e-02      3.02e-02    3.22e-02    5.4e-04
  64800      7.69e-01    7.40e-01      2.95e-02    2.96e-02      3.19e-02    3.06e-02    5.4e-04
  65000      1.33e+00    3.88e-01      1.40e-02    1.40e-02      5.84e-02    1.65e-02    5.1e-04
  65200      6.43e-01    6.61e-01      2.30e-02    2.36e-02      2.75e-02    2.82e-02    5.1e-04
  65400      1.09e+00    5.68e-01      8.12e-03    8.27e-03      4.79e-02    2.49e-02    5.1e-04
  65600      6.72e-01    6.28e-01      9.71e-03    9.78e-03      2.95e-02    2.75e-02    5.1e-04
  65800      9.18e-01    6.57e-01      4.64e-02    4.61e-02      3.79e-02    2.53e-02    5.1e-04
  66000      5.92e-01    7.89e-01      3.06e-02    2.87e-02      2.44e-02    3.36e-02    5.1e-04
  66200      6.54e-01    1.09e+00      9.81e-03    9.71e-03      2.87e-02    4.81e-02    5.1e-04
  66400      9.99e-01    7.47e-01      9.16e-03    9.10e-03      4.40e-02    3.29e-02    5.1e-04
  66600      7.75e-01    6.09e-01      4.98e-03    4.99e-03      3.42e-02    2.68e-02    5.1e-04
  66800      9.17e-01    6.42e-01      6.28e-03    6.58e-03      4.04e-02    2.83e-02    5.1e-04
  67000      7.03e-01    6.39e-01      2.30e-02    2.21e-02      3.02e-02    2.74e-02    5.1e-04
  67200      6.83e-01    5.43e-01      4.18e-03    5.85e-03      3.01e-02    2.39e-02    5.1e-04
  67400      9.69e-01    7.21e-01      1.10e-02    1.41e-02      4.26e-02    3.15e-02    5.1e-04
  67600      8.09e-01    7.92e-01      3.07e-02    2.77e-02      3.44e-02    3.39e-02    5.1e-04
  67800      5.64e-01    6.84e-01      3.91e-02    3.85e-02      2.18e-02    2.77e-02    5.1e-04
  68000      1.24e+00    7.33e-01      2.89e-02    2.58e-02      5.42e-02    3.14e-02    5.1e-04
  68200      9.10e-01    8.73e-01      3.91e-02    3.89e-02      3.83e-02    3.66e-02    5.1e-04
  68400      7.12e-01    7.57e-01      8.70e-03    8.39e-03      3.13e-02    3.33e-02    5.1e-04
  68600      9.61e-01    1.02e+00      3.58e-03    3.16e-03      4.24e-02    4.52e-02    5.1e-04
  68800      7.42e-01    6.90e-01      3.25e-02    3.23e-02      3.12e-02    2.88e-02    5.1e-04
  69000      1.41e+00    1.02e+00      7.05e-03    1.14e-02      6.20e-02    4.48e-02    5.1e-04
  69200      9.20e-01    9.50e-01      5.13e-03    7.36e-03      4.05e-02    4.18e-02    5.1e-04
  69400      8.46e-01    1.08e+00      1.10e-02    9.09e-03      3.72e-02    4.78e-02    5.1e-04
  69600      9.38e-01    5.87e-01      2.00e-02    1.63e-02      4.09e-02    2.54e-02    5.1e-04
  69800      8.09e-01    7.80e-01      1.27e-02    1.19e-02      3.55e-02    3.42e-02    5.1e-04
  70000      8.63e-01    5.78e-01      1.67e-02    1.27e-02      3.87e-02    2.58e-02    4.9e-04
  70200      6.62e-01    1.02e+00      6.55e-03    5.78e-03      2.99e-02    4.60e-02    4.9e-04
  70400      5.57e-01    7.02e-01      6.03e-03    4.65e-03      2.51e-02    3.18e-02    4.9e-04
  70600      6.25e-01    6.48e-01      1.46e-02    1.45e-02      2.79e-02    2.89e-02    4.9e-04
  70800      7.07e-01    7.51e-01      2.51e-02    2.73e-02      3.10e-02    3.28e-02    4.9e-04
  71000      9.10e-01    7.25e-01      2.38e-03    2.75e-04      4.12e-02    3.28e-02    4.9e-04
  71200      1.18e+00    8.51e-01      5.71e-03    6.64e-03      5.33e-02    3.85e-02    4.9e-04
  71400      3.84e-01    7.61e-01      1.77e-02    1.73e-02      1.64e-02    3.40e-02    4.9e-04
  71600      6.88e-01    7.46e-01      2.82e-04    3.91e-04      3.12e-02    3.38e-02    4.9e-04
  71800      7.38e-01    8.44e-01      7.15e-03    9.52e-03      3.33e-02    3.81e-02    4.9e-04
  72000      6.76e-01    7.08e-01      1.90e-02    1.93e-02      3.00e-02    3.14e-02    4.9e-04
  72200      5.49e-01    5.97e-01      9.97e-03    1.16e-02      2.46e-02    2.67e-02    4.9e-04
  72400      6.27e-01    7.40e-01      3.57e-04    4.33e-04      2.84e-02    3.35e-02    4.9e-04
  72600      6.53e-01    7.92e-01      2.24e-02    2.30e-02      2.86e-02    3.51e-02    4.9e-04
  72800      8.10e-01    6.69e-01      3.38e-02    3.35e-02      3.50e-02    2.82e-02    4.9e-04
  73000      4.98e-01    3.57e-01      1.42e-02    1.50e-02      2.21e-02    1.54e-02    4.9e-04
  73200      6.18e-01    5.28e-01      8.10e-03    6.77e-03      2.78e-02    2.38e-02    4.9e-04
  73400      7.48e-01    7.63e-01      1.20e-02    1.15e-02      3.36e-02    3.43e-02    4.9e-04
  73600      6.28e-01    7.91e-01      4.13e-03    3.63e-03      2.84e-02    3.58e-02    4.9e-04
  73800      6.79e-01    7.22e-01      3.21e-02    3.15e-02      2.89e-02    3.11e-02    4.9e-04
  74000      9.53e-01    9.08e-01      4.23e-02    3.83e-02      4.09e-02    3.92e-02    4.9e-04
  74200      6.36e-01    8.50e-01      1.62e-02    1.61e-02      2.83e-02    3.81e-02    4.9e-04
  74400      5.44e-01    7.74e-01      1.48e-02    1.37e-02      2.42e-02    3.47e-02    4.9e-04
  74600      6.24e-01    7.46e-01      4.86e-02    4.89e-02      2.34e-02    2.98e-02    4.9e-04
  74800      1.15e+00    6.97e-01      1.81e-02    1.82e-02      5.17e-02    3.10e-02    4.9e-04
  75000      6.68e-01    6.98e-01      4.32e-02    4.59e-02      2.73e-02    2.84e-02    4.6e-04
  75200      1.06e+00    8.27e-01      2.93e-02    2.84e-02      4.84e-02    3.72e-02    4.6e-04
  75400      7.67e-01    6.88e-01      4.98e-03    4.13e-03      3.56e-02    3.19e-02    4.6e-04
  75600      8.05e-01    5.85e-01      1.42e-02    1.44e-02      3.71e-02    2.67e-02    4.6e-04
  75800      5.86e-01    6.02e-01      1.39e-02    1.45e-02      2.68e-02    2.75e-02    4.6e-04
  76000      9.32e-01    6.47e-01      1.40e-03    7.12e-04      4.33e-02    3.00e-02    4.6e-04
  76200      5.70e-01    8.11e-01      1.45e-02    1.50e-02      2.60e-02    3.73e-02    4.6e-04
  76400      7.09e-01    4.65e-01      6.81e-03    7.95e-03      3.28e-02    2.14e-02    4.6e-04
  76600      6.52e-01    7.44e-01      3.42e-03    3.35e-03      3.02e-02    3.45e-02    4.6e-04
  76800      6.37e-01    6.17e-01      5.85e-04    3.70e-03      2.96e-02    2.86e-02    4.6e-04
  77000      9.32e-01    7.38e-01      8.43e-03    5.18e-03      4.32e-02    3.42e-02    4.6e-04
  77200      6.07e-01    8.71e-01      1.07e-02    1.15e-02      2.79e-02    4.03e-02    4.6e-04
  77400      6.48e-01    8.46e-01      9.95e-03    9.11e-03      2.99e-02    3.92e-02    4.6e-04
  77600      7.49e-01    6.51e-01      3.14e-02    3.26e-02      3.31e-02    2.82e-02    4.6e-04
  77800      4.16e-01    7.24e-01      1.00e-02    1.48e-02      1.90e-02    3.32e-02    4.6e-04
  78000      6.87e-01    7.26e-01      2.34e-02    2.44e-02      3.09e-02    3.27e-02    4.6e-04
  78200      1.14e+00    6.13e-01      3.24e-03    1.86e-03      5.31e-02    2.85e-02    4.6e-04
  78400      3.36e-01    8.35e-01      1.21e-02    1.26e-02      1.50e-02    3.86e-02    4.6e-04
  78600      7.14e-01    7.37e-01      5.19e-03    4.34e-03      3.31e-02    3.42e-02    4.6e-04
  78800      6.20e-01    6.75e-01      4.64e-03    8.92e-03      2.87e-02    3.12e-02    4.6e-04
  79000      7.73e-01    6.59e-01      4.97e-03    2.76e-03      3.59e-02    3.06e-02    4.6e-04
  79200      7.24e-01    6.95e-01      1.16e-02    1.05e-02      3.34e-02    3.21e-02    4.6e-04
  79400      8.69e-01    6.92e-01      1.23e-03    4.53e-03      4.03e-02    3.21e-02    4.6e-04
  79600      9.17e-01    3.88e-01      2.27e-02    2.16e-02      4.19e-02    1.64e-02    4.6e-04
  79800      5.14e-01    6.29e-01      5.12e-03    4.86e-03      2.38e-02    2.91e-02    4.6e-04
  80000      7.92e-01    7.00e-01      9.31e-03    5.73e-03      3.76e-02    3.33e-02    4.4e-04
  80200      6.85e-01    5.72e-01      1.24e-02    1.10e-02      3.23e-02    2.70e-02    4.4e-04
  80400      7.03e-01    4.57e-01      7.34e-03    7.66e-03      3.34e-02    2.16e-02    4.4e-04
  80600      7.31e-01    5.95e-01      5.32e-03    1.57e-03      3.48e-02    2.83e-02    4.4e-04
  80800      7.46e-01    7.19e-01      7.68e-03    1.10e-02      3.54e-02    3.41e-02    4.4e-04
  81000      7.14e-01    6.79e-01      1.86e-02    1.93e-02      3.33e-02    3.16e-02    4.4e-04
  81200      5.08e-01    6.76e-01      2.54e-02    2.57e-02      2.25e-02    3.09e-02    4.4e-04
  81400      6.44e-01    8.78e-01      5.21e-03    6.22e-03      3.06e-02    4.18e-02    4.4e-04
  81600      4.06e-01    5.76e-01      2.89e-03    3.98e-03      1.93e-02    2.74e-02    4.4e-04
  81800      6.23e-01    4.43e-01      1.18e-02    1.06e-02      2.94e-02    2.08e-02    4.4e-04
  82000      6.97e-01    6.99e-01      3.68e-03    7.28e-03      3.32e-02    3.32e-02    4.4e-04
  82200      8.29e-01    7.68e-01      1.85e-03    7.73e-04      3.95e-02    3.66e-02    4.4e-04
  82400      5.34e-01    6.80e-01      9.21e-03    9.48e-03      2.52e-02    3.22e-02    4.4e-04
  82600      4.77e-01    3.10e-01      1.53e-03    1.76e-03      2.27e-02    1.47e-02    4.4e-04
  82800      5.51e-01    5.79e-01      2.02e-02    1.91e-02      2.53e-02    2.67e-02    4.4e-04
  83000      7.96e-01    9.17e-01      1.70e-02    1.75e-02      3.74e-02    4.32e-02    4.4e-04
  83200      8.25e-01    6.28e-01      1.71e-02    1.59e-02      3.88e-02    2.94e-02    4.4e-04
  83400      6.81e-01    6.46e-01      2.53e-02    2.34e-02      3.12e-02    2.97e-02    4.4e-04
  83600      6.23e-01    7.36e-01      2.21e-03    6.41e-04      2.97e-02    3.50e-02    4.4e-04
  83800      8.97e-01    5.82e-01      2.09e-03    1.18e-03      4.27e-02    2.77e-02    4.4e-04
  84000      6.71e-01    5.76e-01      1.69e-02    1.66e-02      3.14e-02    2.68e-02    4.4e-04
  84200      5.80e-01    4.31e-01      2.42e-02    2.34e-02      2.63e-02    1.88e-02    4.4e-04
  84400      6.18e-01    5.44e-01      1.29e-02    1.37e-02      2.91e-02    2.54e-02    4.4e-04
  84600      8.67e-01    4.94e-01      1.72e-03    1.25e-03      4.13e-02    2.35e-02    4.4e-04
  84800      6.66e-01    7.91e-01      2.33e-02    2.39e-02      3.06e-02    3.67e-02    4.4e-04
  85000      6.97e-01    5.14e-01      6.65e-03    6.14e-03      3.40e-02    2.50e-02    4.2e-04
  85200      8.32e-01    5.90e-01      2.27e-03    4.33e-03      4.07e-02    2.88e-02    4.2e-04
  85400      6.95e-01    6.03e-01      7.18e-03    6.82e-03      3.39e-02    2.94e-02    4.2e-04
  85600      6.63e-01    6.37e-01      5.12e-03    4.65e-03      3.23e-02    3.11e-02    4.2e-04
  85800      5.91e-01    4.78e-01      2.64e-03    3.06e-03      2.89e-02    2.33e-02    4.2e-04
  86000      8.49e-01    6.61e-01      1.30e-02    1.31e-02      4.12e-02    3.19e-02    4.2e-04
  86200      5.54e-01    6.79e-01      3.21e-03    3.49e-03      2.71e-02    3.32e-02    4.2e-04
  86400      7.99e-01    5.78e-01      5.70e-03    4.11e-03      3.90e-02    2.82e-02    4.2e-04
  86600      8.35e-01    6.90e-01      1.22e-02    1.06e-02      4.05e-02    3.35e-02    4.2e-04
  86800      8.03e-01    8.76e-01      1.41e-02    1.36e-02      3.89e-02    4.25e-02    4.2e-04
  87000      6.42e-01    1.01e+00      9.71e-03    1.06e-02      3.12e-02    4.91e-02    4.2e-04
  87200      7.05e-01    6.96e-01      1.98e-02    1.80e-02      3.37e-02    3.33e-02    4.2e-04
  87400      3.60e-01    6.53e-01      9.05e-03    9.10e-03      1.73e-02    3.17e-02    4.2e-04
  87600      1.92e+00    1.02e+00      8.72e-03    7.43e-03      9.37e-02    4.96e-02    4.2e-04
  87800      6.23e-01    6.40e-01      7.29e-03    8.26e-03      3.03e-02    3.11e-02    4.2e-04
  88000      4.60e-01    5.63e-01      4.31e-03    5.81e-03      2.24e-02    2.74e-02    4.2e-04
  88200      5.66e-01    4.77e-01      2.20e-03    3.30e-03      2.77e-02    2.33e-02    4.2e-04
  88400      9.19e-01    7.43e-01      1.04e-03    1.17e-03      4.49e-02    3.63e-02    4.2e-04
  88600      5.33e-01    3.10e-01      8.75e-03    7.27e-03      2.58e-02    1.49e-02    4.2e-04
  88800      5.63e-01    7.32e-01      2.10e-02    2.16e-02      2.64e-02    3.49e-02    4.2e-04
  89000      6.67e-01    6.53e-01      1.86e-03    2.64e-03      3.26e-02    3.19e-02    4.2e-04
  89200      6.02e-01    3.12e-01      1.37e-03    8.01e-04      2.94e-02    1.52e-02    4.2e-04
  89400      5.44e-01    2.92e-01      4.53e-04    1.30e-03      2.66e-02    1.43e-02    4.2e-04
  89600      6.59e-01    5.07e-01      4.00e-03    3.31e-03      3.22e-02    2.47e-02    4.2e-04
  89800      6.33e-01    5.32e-01      6.48e-05    1.16e-03      3.10e-02    2.60e-02    4.2e-04
  90000      5.64e-01    6.61e-01      6.14e-03    6.45e-03      2.82e-02    3.30e-02    4.0e-04
  90200      5.04e-01    3.87e-01      5.94e-03    6.97e-03      2.51e-02    1.92e-02    4.0e-04
  90400      7.05e-01    6.07e-01      2.89e-03    3.72e-03      3.53e-02    3.04e-02    4.0e-04
  90600      5.15e-01    5.94e-01      2.08e-03    1.43e-03      2.58e-02    2.98e-02    4.0e-04
  90800      6.62e-01    6.58e-01      1.05e-02    1.43e-02      3.30e-02    3.25e-02    4.0e-04
  91000      7.05e-01    6.89e-01      1.50e-02    1.62e-02      3.49e-02    3.39e-02    4.0e-04
  91200      7.96e-01    6.65e-01      5.78e-03    6.20e-03      3.98e-02    3.32e-02    4.0e-04
  91400      4.79e-01    5.83e-01      5.32e-03    3.34e-03      2.39e-02    2.92e-02    4.0e-04
  91600      6.90e-01    6.04e-01      1.01e-02    7.77e-03      3.44e-02    3.02e-02    4.0e-04
  91800      7.38e-01    5.69e-01      3.05e-04    6.62e-04      3.70e-02    2.86e-02    4.0e-04
  92000      4.17e-01    6.47e-01      1.58e-02    1.86e-02      2.00e-02    3.16e-02    4.0e-04
  92200      4.69e-01    5.35e-01      6.95e-03    6.77e-03      2.34e-02    2.67e-02    4.0e-04
  92400      5.77e-01    5.56e-01      9.72e-03    8.17e-03      2.87e-02    2.77e-02    4.0e-04
  92600      7.13e-01    8.62e-01      3.88e-02    3.92e-02      3.24e-02    4.05e-02    4.0e-04
